City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,banda aceh,5.5577,95.3222,299.32,80,100,4.72,ID,1695494267
366,spittal an der drau,46.8,13.5,286.73,91,100,2.3,AT,1695494267
367,fort st. john,56.2499,-120.8529,288.09,41,75,4.63,CA,1695494089
368,beroroha,-21.6667,45.1667,299.48,43,2,2.21,MG,1695494268
369,andalgala,-27.5819,-66.3165,303.38,36,88,3.57,AR,1695494268
370,karratha,-20.7377,116.8463,299.93,30,8,5.21,AU,1695494268
371,walvis bay,-22.9575,14.5053,288.68,77,6,0.51,NA,1695494268
372,borzya,50.3833,116.5167,282.75,79,72,9.43,RU,1695494269
373,rawson,-43.3002,-65.1023,284.4,57,32,9.82,AR,1695494269
374,new norfolk,-42.7826,147.0587,280.77,99,38,1.3,AU,1695494269
375,el bauga,18.262,33.9081,309.99,16,8,4.02,SD,1695494269
376,hawaiian paradise park,19.5933,-154.9731,299.19,88,75,2.06,US,1695494270
377,muroto-misakicho,33.2833,134.15,296.51,60,100,8.34,JP,1695494271
378,mount isa,-20.7333,139.5,295.02,17,0,4.63,AU,1695494271
379,las vegas,36.175,-115.1372,300.51,25,100,12.07,US,1695494239
380,kwang binh,17.4833,106.6,299.29,85,100,1.61,VN,1695494271
381,barreiras,-12.1528,-44.99,310.81,12,2,2.36,BR,1695494206
382,kapoeta,4.7717,33.5903,304.16,35,100,5.12,SS,1695494271
383,broken hill,-31.95,141.4333,288.35,39,3,4.05,AU,1695494271
384,laguna,38.421,-121.4238,299.44,56,0,4.12,US,1695494271
385,kerikeri,-35.2268,173.9474,286.99,95,100,0.45,NZ,1695494272
386,sinop,41.7711,34.8709,290.65,54,0,2.03,TR,1695494272
387,ilok,45.2222,19.3769,291.18,93,100,1.9,HR,1695494272
388,nemuro,43.3236,145.575,288.19,68,54,3.53,JP,1695494272
389,onguday,50.75,86.15,274.37,99,100,0.53,RU,1695494272
390,jumla,29.2747,82.1838,287.05,92,30,0.42,NP,1695494272
391,atafu village,-8.5421,-172.5159,300.85,81,71,6.82,TK,1695494272
392,envira,-7.3,-70.2167,312.44,24,19,1.08,BR,1695494273
393,villarrobledo,39.2699,-2.6012,293.63,29,3,2.56,ES,1695494243
394,rishikesh,30.1167,78.3167,296.74,92,0,1.16,IN,1695494273
395,west end,26.6833,-78.9667,303.14,70,100,3.53,BS,1695494273
396,maun,-19.9833,23.4167,299.81,16,6,2.93,BW,1695494273
397,mar del plata,-38.0023,-57.5575,288.16,83,0,4.63,AR,1695494273
398,mormugao,15.4,73.8,299.17,84,100,2.34,IN,1695494273
399,kayangel,8.0823,134.7173,301.03,80,99,7.86,PW,1695494274
400,puerto aysen,-45.4,-72.7,281.36,73,99,1.95,CL,1695494274
401,mana,5.6592,-53.7767,303.56,68,68,5.08,GF,1695494274
402,dalandzadgad,43.5708,104.425,285.99,34,100,2.63,MN,1695494274
403,baker city,44.7749,-117.8344,291.26,41,0,6.69,US,1695494274
404,al bardiyah,31.7561,25.0865,299.0,73,0,3.5,LY,1695494274
405,nanning,22.8167,108.3167,299.4,89,7,1.71,CN,1695494274
406,casino,-28.8667,153.05,286.8,87,100,1.29,AU,1695494275
407,la sarre,48.8002,-79.1996,293.3,60,54,2.4,CA,1695494275
408,dakhla,23.6848,-15.958,298.16,65,0,12.35,EH,1695494275
409,ghadamis,30.1337,9.5007,306.92,15,33,2.75,LY,1695494275
410,tangalle,6.024,80.7911,299.24,89,46,3.35,LK,1695494275
411,bonthe,7.5264,-12.505,298.87,87,100,3.12,SL,1695494275
412,naze,28.3667,129.4833,297.66,84,58,2.5,JP,1695494275
413,praia,14.9215,-23.5087,303.45,70,20,4.63,CV,1695494275
414,bom jesus,-9.0744,-44.3586,312.66,14,2,1.0,BR,1695494276
415,carolina beach,34.0352,-77.8936,292.63,84,100,0.89,US,1695494276
416,ribeira brava,32.65,-17.0667,297.43,80,71,0.87,PT,1695494276
417,idrinskoye,54.3708,92.1358,279.09,82,100,1.81,RU,1695494276
418,rizhao,35.4275,119.4553,293.29,77,100,0.97,CN,1695494276
419,antsohihy,-14.8796,47.9875,298.01,68,6,2.81,MG,1695494277
420,queenstown,-31.8976,26.8753,287.72,92,100,2.26,ZA,1695494142
421,nolinsk,57.5596,49.9363,288.28,65,0,1.92,RU,1695494277
422,santa cruz,-17.8,-63.1667,310.18,41,20,12.86,BO,1695494277
423,solnechnyy,50.7214,136.6319,281.69,68,9,1.91,RU,1695494277
424,ipiales,0.8302,-77.6496,289.21,65,63,4.39,CO,1695494222
425,sikandarabad,28.45,77.7,300.38,75,6,2.32,IN,1695494277
426,yanbu,24.0891,38.0637,308.17,46,0,2.57,SA,1695494277
427,jelcz laskowice,51.0213,17.3165,286.47,58,100,2.68,PL,1695494278
428,nykobing falster,54.7691,11.8743,288.77,85,65,0.89,DK,1695494278
429,la'ie,21.6477,-157.9253,300.71,78,68,3.13,US,1695494278
430,bodo,67.28,14.405,282.47,86,100,2.57,NO,1695494098
431,tura,25.5198,90.2201,295.97,98,100,1.51,IN,1695494278
432,torghay,49.6339,63.4981,287.35,38,5,4.56,KZ,1695494278
433,kill devil hills,36.0307,-75.676,298.14,75,100,14.4,US,1695494274
434,saynshand,44.8824,110.1163,288.18,42,60,3.1,MN,1695494279
435,douglas,41.3,-96.167,294.14,95,100,4.63,US,1695494279
436,minas de marcona,-15.2119,-75.1103,291.85,62,11,6.61,PE,1695494279
437,urucurituba,-2.6833,-57.6667,311.56,29,39,0.88,BR,1695494279
438,carutapera,-1.195,-46.02,303.36,63,3,5.65,BR,1695494279
439,torquay,50.4638,-3.5143,289.18,77,62,4.02,GB,1695494279
440,porkhov,57.765,29.5561,293.68,57,100,5.5,RU,1695494279
441,illapel,-31.6308,-71.1653,296.59,37,10,3.84,CL,1695494279
442,plesetsk,62.708,40.2916,289.06,73,0,5.02,RU,1695494280
443,laojunmiao,39.8333,97.7333,282.84,66,100,1.7,CN,1695494280
444,zambezi,-13.5432,23.1047,299.12,23,53,1.85,ZM,1695494280
445,rio gallegos,-51.6226,-69.2181,284.18,40,20,15.95,AR,1695494280
446,samaniego,1.3385,-77.5957,298.85,60,71,2.11,CO,1695494280
447,akureyri,65.6835,-18.0878,278.11,81,100,3.09,IS,1695494280
448,reggane,26.7158,0.1714,312.61,9,88,3.69,DZ,1695494280
449,saint croix,17.7397,-64.7388,306.4,72,20,5.66,VI,1695494280
450,monrovia,6.3005,-10.7969,298.02,83,86,2.87,LR,1695494281
451,hirara,24.8,125.2833,298.3,88,20,2.06,JP,1695494281
452,kristiansund,63.1115,7.732,285.18,87,75,6.17,NO,1695494281
453,torello,42.0463,2.2668,290.76,81,1,1.11,ES,1695494281
454,sao vicente,-23.9631,-46.3919,310.25,74,20,3.09,BR,1695494281
455,manta,-0.95,-80.7333,302.03,70,75,2.06,EC,1695494281
456,porto belo,-27.1578,-48.5531,298.76,85,35,3.38,BR,1695494282
457,george town,5.4112,100.3354,299.83,94,20,0.0,MY,1695494160
458,hasaki,35.7333,140.8333,293.37,60,100,10.04,JP,1695494282
459,paradip garh,20.3167,86.6167,300.63,87,100,6.33,IN,1695494282
460,leua,48.2156,18.6071,288.5,91,100,3.12,SK,1695494282
461,berlin,52.5244,13.4105,289.46,70,0,2.68,DE,1695494282
462,chakia,26.4167,85.05,297.81,90,100,5.15,IN,1695494282
463,eyl,7.9803,49.8164,299.48,79,15,9.06,SO,1695494283
464,acapulco de juarez,16.8634,-99.8901,305.05,70,0,3.09,MX,1695494283
465,abaete,-19.16,-45.4458,309.23,19,4,2.88,BR,1695494283
466,tvoroyri,61.5556,-6.8111,281.68,66,100,5.71,FO,1695494283
467,pithoragarh,29.5833,80.2167,288.43,97,41,0.02,IN,1695494283
468,yelizovo,53.1873,158.3805,277.23,86,40,0.0,RU,1695494283
469,zayed city,24.3768,54.589,308.71,63,0,2.57,AE,1695494284
470,nuuk,64.1835,-51.7216,276.49,60,20,4.12,GL,1695494284
471,severo-yeniseyskiy,60.3725,93.0408,274.99,92,100,2.73,RU,1695494284
472,bairnsdale,-37.8333,147.6167,275.96,96,0,1.18,AU,1695494284
473,hastings,50.8552,0.5729,289.42,30,0,4.64,GB,1695494284
474,usogorsk,63.4106,48.6872,288.42,78,92,4.18,RU,1695494284
475,colonia,50.9333,6.95,289.24,81,20,2.57,DE,1695494284
476,kangding,30.0513,101.9603,286.63,96,76,0.89,CN,1695494284
477,mwene-ditu,-7.0,23.45,296.24,68,21,1.87,CD,1695494286
478,happy valley-goose bay,53.3168,-60.3315,287.32,54,75,6.69,CA,1695494286
479,nova vicosa,-17.8919,-39.3719,299.62,70,56,7.07,BR,1695494286
480,cape coral,26.5629,-81.9495,306.48,51,0,3.6,US,1695493997
481,vadso,70.0744,29.7487,281.64,87,40,4.63,NO,1695494286
482,hartselle,34.4434,-86.9353,304.32,57,0,3.79,US,1695494286
483,ulan bator,47.9077,106.8832,281.22,81,75,4.0,MN,1695494059
484,letlhakeng,-24.0944,25.0298,297.52,17,51,4.01,BW,1695494287
485,trairi,-3.2778,-39.2689,301.79,60,1,7.13,BR,1695494285
486,greymouth,-42.4667,171.2,281.12,87,100,2.38,NZ,1695494287
487,swakopmund,-22.6833,14.5333,288.62,84,19,2.68,NA,1695494287
488,mineiros,-17.5694,-52.5511,309.71,20,99,1.13,BR,1695494287
489,kolpashevo,58.3131,82.9089,275.47,92,100,4.86,RU,1695494287
490,arawa,-6.2132,155.5367,297.58,93,100,2.54,PG,1695494287
491,jeddah,21.5169,39.2192,305.07,70,0,4.12,SA,1695494287
492,chuguyevka,44.1653,133.8633,279.79,76,94,1.76,RU,1695494288
493,hell-ville,-13.4,48.2667,299.48,71,54,3.37,MG,1695494288
494,gurun,5.8172,100.4738,296.99,97,100,1.48,MY,1695494066
495,korocha,50.8107,37.1953,290.55,39,100,3.7,RU,1695494288
496,chimbote,-9.0853,-78.5783,294.55,72,7,5.31,PE,1695494288
497,revelstoke,50.9832,-118.2023,286.16,94,100,1.03,CA,1695494192
498,greenville,35.6127,-77.3663,290.24,98,100,1.34,US,1695494171
499,kota kinabalu,5.9749,116.0724,297.14,88,20,2.68,MY,1695494289
500,luderitz,-26.6481,15.1594,287.83,76,0,12.9,NA,1695494289
501,sibay,52.7181,58.6658,288.25,78,9,1.16,RU,1695494289
502,garbahaarrey,3.3289,42.2209,301.95,54,100,11.03,SO,1695494289
503,bowie,33.4501,-94.4335,306.05,65,28,2.61,US,1695494289
504,candelaria,13.9311,121.4233,297.81,96,100,1.01,PH,1695494289
505,san rafael,-34.6177,-68.3301,293.71,45,99,5.63,AR,1695494289
506,morciano di romagna,43.9141,12.6506,294.31,63,40,3.09,IT,1695494290
507,armacao de buzios,-22.7469,-41.8817,299.24,83,22,3.13,BR,1695494008
508,mata-utu,-13.2816,-176.1745,299.95,83,99,12.19,WF,1695494290
509,juan griego,11.0817,-63.9655,304.14,65,86,3.78,VE,1695494290
510,fisterra,42.9049,-9.2629,291.9,83,67,3.6,ES,1695494290
511,nikolayevsk-on-amure,53.1406,140.73,278.34,77,25,1.96,RU,1695494290
512,broome,42.2506,-75.833,287.6,85,100,3.09,US,1695494290
513,bridgewater,44.3835,-64.5155,293.5,65,99,5.14,CA,1695494275
514,alice springs,-23.7,133.8833,284.9,30,0,2.57,AU,1695494243
515,salalah,17.0151,54.0924,300.2,94,75,3.09,OM,1695494291
516,wangkui,46.8333,126.5,282.92,72,100,3.21,CN,1695494291
517,camapua,-19.5314,-54.0439,309.19,24,98,3.76,BR,1695494291
518,andergrove,-21.0833,149.1833,293.51,70,98,9.21,AU,1695494292
519,mirabad,30.4362,61.8383,294.58,22,0,12.52,AF,1695494292
520,zonguldak,41.25,31.8333,288.6,44,0,1.88,TR,1695494292
521,magistral'nyy,56.1725,107.4458,283.51,75,100,1.34,RU,1695494292
522,ibotirama,-12.1853,-43.2206,310.01,13,6,1.03,BR,1695494292
523,zakynthos,37.7914,20.8953,298.77,69,0,2.06,GR,1695494292
524,newman,37.3138,-121.0208,297.72,32,0,0.81,US,1695494293
525,vangaindrano,-23.35,47.6,294.49,87,38,2.61,MG,1695494293
526,bel ombre,-4.6167,55.4167,300.06,83,75,7.2,SC,1695494293
527,preobrazheniye,42.9019,133.9064,285.45,55,22,2.31,RU,1695494293
528,ad dilam,23.9915,47.1627,307.38,10,100,3.15,SA,1695494293
529,haimen,23.1935,116.6142,300.09,88,4,6.28,CN,1695494293
530,banamba,13.55,-7.45,297.57,78,100,5.84,ML,1695494294
531,artesia,33.8658,-118.0831,300.46,68,40,3.09,US,1695494294
532,puntarenas,9.9763,-84.8384,304.25,62,11,1.51,CR,1695494294
533,puga,21.5833,-104.8167,306.19,58,20,4.12,MX,1695494294
534,mersing,2.4312,103.8405,298.28,90,100,1.47,MY,1695494294
535,dili,-8.5586,125.5736,298.01,55,20,1.61,TL,1695494294
536,togur,58.3631,82.8265,275.53,91,100,4.77,RU,1695494295
537,las khorey,11.1595,48.1967,304.58,71,39,1.8,SO,1695494295
538,bardai,11.65,7.2333,296.27,83,58,2.56,NG,1695494295
539,merowe,18.4833,31.8167,309.36,16,100,8.02,SD,1695494295
540,santa rosalia,27.3167,-112.2833,305.13,36,0,3.11,MX,1695494295
541,saguenay,48.4168,-71.0657,291.61,53,40,3.09,CA,1695494118
542,merizo village,13.2658,144.6691,301.47,96,57,1.92,GU,1695494295
543,gobernador virasora,-28.05,-56.0333,309.64,51,5,1.79,AR,1695494295
544,anna regina,7.2644,-58.5077,303.38,67,6,4.68,GY,1695494296
545,east london,-33.0153,27.9116,290.67,94,100,2.06,ZA,1695494296
546,zhenlai,45.8495,123.2973,285.84,50,100,4.48,CN,1695494296
547,kwolla,8.9333,9.2833,296.9,93,26,1.93,NG,1695494296
548,valparaiso,-33.0393,-71.6273,291.28,68,0,5.14,CL,1695494296
549,cromer,52.9312,1.2989,287.49,54,97,3.13,GB,1695494296
550,soderhamn,61.3037,17.0592,285.9,79,31,3.71,SE,1695494296
551,san luis de la loma,17.2706,-100.8939,304.74,69,26,3.33,MX,1695494296
552,ratnagiri,16.9833,73.3,299.27,86,100,0.75,IN,1695494297
553,klyuchi,52.2667,79.1667,281.12,59,100,3.91,RU,1695494297
554,aldan,58.6031,125.3894,278.99,93,78,2.77,RU,1695494297
555,strezhevoy,60.7333,77.5889,275.91,96,100,7.15,RU,1695494297
556,santiago,-33.4569,-70.6483,292.2,69,100,3.09,CL,1695494100
557,argo,37.6333,22.7333,298.03,47,10,0.76,GR,1695494297
558,flin flon,54.7682,-101.865,294.06,43,0,4.63,CA,1695494298
559,priozersk,61.0393,30.1291,290.93,92,100,2.48,RU,1695494298
560,essaouira,31.5125,-9.77,298.87,50,7,5.66,MA,1695494298
561,cidade velha,14.9167,-23.6167,303.41,70,20,4.63,CV,1695494298
562,ambovombe,-25.1667,46.0833,296.21,54,0,4.1,MG,1695494298
563,verdal,63.7933,11.4817,285.17,87,100,0.17,NO,1695494298
564,pontes e lacerda,-15.2261,-59.3353,315.66,13,7,2.19,BR,1695494298
565,morehead city,34.7229,-76.726,293.71,89,88,7.15,US,1695494298
566,san pedro,14.35,121.0167,299.72,95,40,0.89,PH,1695494299
567,brookings,44.3114,-96.7984,295.62,94,100,3.09,US,1695494195
568,nguigmi,14.2495,13.1092,302.91,52,16,3.34,NE,1695494299
569,zharkent,44.1628,80.0,287.22,56,99,1.0,KZ,1695494299
570,tolanaro,-25.0319,46.9987,296.19,78,0,11.83,MG,1695494299
571,palikir - national government center,6.9248,158.1611,297.56,100,100,1.54,FM,1695494299
572,sao tome,0.3365,6.7273,298.88,83,100,4.02,ST,1695494299
573,selfoss,63.9331,-20.9971,278.98,93,100,2.91,IS,1695494300
574,whakatane,-37.9585,176.9854,288.64,99,100,3.05,NZ,1695494300
575,puerto la cruz,10.2167,-64.6167,301.93,75,100,3.33,VE,1695494075
576,lovendegem,51.1024,3.6267,287.68,80,2,2.79,BE,1695494300
577,hacienda huancane,-15.8222,-70.8856,288.87,19,52,6.06,PE,1695494300
578,craig,40.5153,-107.5464,288.12,29,0,1.54,US,1695494300
579,kavaratti,10.5669,72.642,300.95,79,100,5.06,IN,1695494300
580,nagqu,31.5,92.0,275.99,86,100,1.77,CN,1695494300
581,dawson creek,55.7666,-120.2362,295.14,41,40,0.0,CA,1695494301
582,kincardine,56.0667,-3.7167,285.69,74,100,1.85,GB,1695494301
583,luwero,0.8492,32.4731,292.08,88,71,1.37,UG,1695494301
584,sur,22.5667,59.5289,302.18,65,89,4.46,OM,1695494301
585,beira,-19.8436,34.8389,297.2,88,0,5.14,MZ,1695494301
